id,original,surface,pronunciation
1889,開発,開発,かいほつ
1890,開明,開明,かいめい
1891,開聞,開聞,かいもん
1892,甲斐大和,甲斐大和,かいやまと
1893,替佐,替佐,かえさ
1894,加賀温泉,加賀温泉,かがおんせん
1895,加賀笠間,加賀笠間,かがかさま
1896,蚊爪,蚊爪,かがつめ
1897,香登,香登,かがと
1898,香我美,香我美,かがみ
1899,鏡石,鏡石,かがみいし
1900,各務ヶ原,各務ヶ原,かがみがはら
1901,各務原市役所前,各務原市役所前,かかみがはらしやくしょまえ
1902,鏡川橋,鏡川橋,かがみがわばし
1903,掛澗,掛澗,かかりま
1904,香川,香川,かがわ
1905,嘉川,嘉川,かがわ
1906,柿生,柿生,かきお
1907,柿ヶ島,柿ヶ島,かきがしま
1908,柿崎,柿崎,かきざき
1909,柿下温泉口,柿下温泉口,かきしたおんせんぐち
1910,柿平,柿平,かきだいら
1911,賀来,賀来,かく
1912,学,学,がく
1913,学園通り,学園通り,がくえんどおり
1914,学園都市,学園都市,がくえんとし
1915,学園前,学園前,がくえんまえ
1916,学園前,学園前,がくえんまえ
1917,学園前,学園前,がくえんまえ
1918,覚王山,覚王山,かくおうざん
1919,学芸大学,学芸大学,がくげいだいがく
1920,学習院下,学習院下,がくしゅういんした
1921,角田,角田,かくだ
1922,学田,学田,がくでん
1923,楽田,楽田,がくでん
1924,岳南江尾,岳南江尾,がくなんえのお
1925,岳南原田,岳南原田,がくなんはらだ
1926,岳南富士岡,岳南富士岡,がくなんふじおか
1927,角館,角館,かくのだて
1928,角茂谷,角茂谷,かくもだに
1929,学門,学門,がくもん
1930,香久山,香久山,かぐやま
1931,神楽岡,神楽岡,かぐらおか
1932,神楽坂,神楽坂,かぐらざか
1933,掛川,掛川,かけがわ
1934,掛川市役所前,掛川市役所前,かけがわしやくしょまえ
1935,花月園前,花月園前,かげつえんまえ
1936,影野,影野,かげの
1937,影森,影森,かげもり
1938,佳景山,佳景山,かけやま
1939,鹿児,鹿児,かこ
1940,加古川,加古川,かこがわ
1941,鹿児島,鹿児島,かごしま
1942,鹿児島駅前,鹿児島駅前,かごしまえきまえ
1943,鹿児島中央,鹿児島中央,かごしまちゅうおう
1944,鹿児島中央駅前,鹿児島中央駅前,かごしまちゅうおうえきまえ
1945,籠原,籠原,かごはら
1946,葛西,葛西,かさい
1947,葛西臨海公園,葛西臨海公園,かさいりんかいこうえん
1948,笠岡,笠岡,かさおか
1949,笠上黒生,笠上黒生,かさがみくろはえ
1950,笠置,笠置,かさぎ
1951,挿頭丘,挿頭丘,かざしがおか
1952,笠師保,笠師保,かさしほ
1953,笠島,笠島,かさしま
1954,笠寺,笠寺,かさでら
1955,加佐登,加佐登,かさど
1956,笠縫,笠縫,かさぬい
1957,笠幡,笠幡,かさはた
1958,風早,風早,かざはや
1959,笠間,笠間,かさま
1960,笠松,笠松,かさまつ
1961,傘松,傘松,かさまつ
1962,風祭,風祭,かざまつり
1963,加治,加治,かじ
1964,香椎,香椎,かしい
1965,香椎花園前,香椎花園前,かしいかえんまえ
1966,香椎神宮,香椎神宮,かしいじんぐう
1967,香椎宮前,香椎宮前,かしいみやまえ
1968,鰍沢口,鰍沢口,かじかざわぐち
1969,梶が谷,梶が谷,かじがや
1970,加治木,加治木,かじき
1971,梶栗郷台地,梶栗郷台地,かじくりごうだいち
1972,賢島,賢島,かしこじま
1973,梶田,梶田,かじた
1974,香芝,香芝,かしば
1975,橿原神宮西口,橿原神宮西口,かしはらじんぐうにしぐち
1976,橿原神宮前,橿原神宮前,かしはらじんぐうまえ
1977,鹿島,鹿島,かしま
1978,加島,加島,かしま
1979,鹿島旭,鹿島旭,かしまあさひ
1980,鹿島大野,鹿島大野,かしまおおの
1981,鹿島サッカースタジアム,鹿島サッカースタジアム,かしまさっかーすたじあむ
1982,鹿島神宮,鹿島神宮,かしまじんぐう
1983,鹿島田,鹿島田,かしまだ
1984,鹿島台,鹿島台,かしまだい
1985,鹿島灘,鹿島灘,かしまなだ
1986,梶屋敷,梶屋敷,かじやしき
1987,樫山,樫山,かしやま
1988,加治屋町,加治屋町,かじやまち
1989,柏,柏,かしわ
1990,柏木平,柏木平,かしわぎだいら
1991,柏木町,柏木町,かしわぎちょう
1992,柏崎,柏崎,かしわざき
1993,かしわ台,かしわ台,かしわだい
1994,柏たなか,柏たなか,かしわたなか
1995,柏の葉キャンパス,柏の葉キャンパス,かしわのはきゃんぱす
1996,柏原,柏原,かしわばら
1997,柏森,柏森,かしわもり
1998,柏原,柏原,かしわら
1999,梶原,梶原,かじわら
2000,柏原南口,柏原南口,かしわらみなみぐち
2001,春日,春日,かすが
2002,春日,春日,かすが
2003,春日井,春日井,かすがい
2004,春日井,春日井,かすがい
2005,春日居町,春日居町,かすがいちょう
2006,春日川,春日川,かすががわ
2007,春日町,春日町,かすがちょう
2008,春日野道,春日野道,かすがのみち
2009,春日野道,春日野道,かすがのみち
2010,春日原,春日原,かすがばる
2011,春日部,春日部,かすかべ
2012,春日山,春日山,かすがやま
2013,粕川,粕川,かすかわ
2014,上総東,上総東,かずさあずま
2015,上総一ノ宮,上総一ノ宮,かずさいちのみや
2016,上総牛久,上総牛久,かずさうしく
2017,上総大久保,上総大久保,かずさおおくぼ
2018,上総興津,上総興津,かずさおきつ
2019,上総亀山,上総亀山,かずさかめやま
2020,上総川間,上総川間,かずさかわま
2021,上総清川,上総清川,かずさきよかわ
2022,上総久保,上総久保,かずさくぼ
2023,上総鶴舞,上総鶴舞,かずさつるまい
2024,上総中川,上総中川,かずさなかがわ
2025,上総中野,上総中野,かずさなかの
2026,上総松丘,上総松丘,かずさまつおか
2027,上総三又,上総三又,かずさみつまた
2028,上総湊,上総湊,かずさみなと
2029,上総村上,上総村上,かずさむらかみ
2030,上総山田,上総山田,かずさやまだ
2031,粕淵,粕淵,かすぶち
2032,香住,香住,かすみ
2033,霞ヶ浦,霞ヶ浦,かすみがうら
2034,霞ヶ丘,霞ヶ丘,かすみがおか
2035,霞ヶ丘,霞ヶ丘,かすみがおか
2036,霞ヶ関,霞ヶ関,かすみがせき
2037,霞ヶ関,霞ヶ関,かすみがせき
2038,烏森,烏森,かすもり
2039,葛島橋東詰,葛島橋東詰,かずらしまばしひがしづめ
2040,嘉瀬,嘉瀬,かせ
2041,加勢,加勢,かせ
2042,禾生,禾生,かせい
2043,笠田,笠田,かせだ
2044,加須,加須,かぞ
2045,風合瀬,風合瀬,かそせ
2046,賀田,賀田,かた
2047,加太,加太,かだ
2048,片岡,片岡,かたおか
2049,片貝,片貝,かたかい
2050,片倉,片倉,かたくら
2051,片倉町,片倉町,かたくらちょう
2052,堅下,堅下,かたしも
2053,片瀬江ノ島,片瀬江ノ島,かたせえのしま
2054,片瀬白田,片瀬白田,かたせしらた
2055,片瀬山,片瀬山,かたせやま
2056,堅田,堅田,かたた
2057,片野,片野,かたの
2058,交野市,交野市,かたのし
2059,片浜,片浜,かたはま
2060,形原,形原,かたはら
2061,片原町,片原町,かたはらまち
2062,片原町,片原町,かたはらまち
2063,帷子ノ辻,帷子ノ辻,かたびらのつじ
2064,潟町,潟町,かたまち
2065,潟元,潟元,かたもと
2066,勝川,勝川,かちがわ
2067,勝どき,勝どき,かちどき
2068,勝浦,勝浦,かつうら
2069,勝木,勝木,がつぎ
2070,学研北生駒,学研北生駒,がっけんきたいこま
2071,学研奈良登美ヶ丘,学研奈良登美ヶ丘,がっけんならとみがおか
2072,学校前,学校前,がっこうまえ
2073,合戦場,合戦場,かっせんば
2074,勝田,勝田,かつた
2075,勝田台,勝田台,かつただい
2076,勝沼ぶどう郷,勝沼ぶどう郷,かつぬまぶどうきょう
2077,勝野,勝野,かつの
2078,鹿角花輪,鹿角花輪,かづのはなわ
2079,勝間,勝間,かつま
2080,鹿妻,鹿妻,かづま
2081,勝間田,勝間田,かつまだ
2082,勝山,勝山,かつやま
2083,勝山町,勝山町,かつやまちょう
2084,桂,桂,かつら
2085,桂川,桂川,かつらがわ
2086,桂川,桂川,かつらがわ
2087,桂瀬,桂瀬,かつらせ
2088,桂台,桂台,かつらだい
2089,桂根,桂根,かつらね
2090,家庭裁判所前,家庭裁判所前,かていさいばんしょまえ
2091,加斗,加斗,かと
2092,鹿渡,鹿渡,かど
2093,門川,門川,かどがわ
2094,門沢橋,門沢橋,かどさわばし
2095,門島,門島,かどしま
2096,門田屋敷,門田屋敷,かどたやしき
2097,角の浜,角の浜,かどのはま
2098,勝原,勝原,かどはら
2099,門真市,門真市,かどまし
2100,門松,門松,かどまつ
2101,門真南,門真南,かどまみなみ
2102,香取,香取,かとり
2103,金石原,金石原,かないしはら
2104,鼎,鼎,かなえ
2105,神奈川,神奈川,かながわ
2106,金川,金川,かながわ
2107,神奈川新町,神奈川新町,かながわしんまち
2108,金木,金木,かなぎ
2109,金指,金指,かなさし
2110,金沢,金沢,かなざわ
2111,金沢八景,金沢八景,かなざわはっけい
2112,金沢文庫,金沢文庫,かなざわぶんこ
2113,金島,金島,かなしま
2114,金田,金田,かなだ
2115,金武,金武,かなたけ
2116,金塚,金塚,かなづか
2117,金橋,金橋,かなはし
2118,金町,金町,かなまち
2119,要田,要田,かなめた
2120,要町,要町,かなめちょう
2121,金谷,金谷,かなや
2122,金屋,金屋,かなや
2123,金谷川,金谷川,かなやがわ
2124,金谷沢,金谷沢,かなやさわ
2125,金山,金山,かなやま
2126,金山,金山,かなやま
2127,金山,金山,かなやま
2128,銀山町,銀山町,かなやまちょう
2129,可児,可児,かに
2130,蟹江,蟹江,かにえ
2131,可児川,可児川,かにがわ
2132,蟹田,蟹田,かにた
2133,鹿沼,鹿沼,かぬま
2134,金上,金上,かねあげ
2135,金ヶ崎,金ヶ崎,かねがさき
2136,鐘ヶ淵,鐘ヶ淵,かねがふち
2137,金子,金子,かねこ
2138,金島,金島,かねしま
2139,鐘釣,鐘釣,かねつり
2140,金華,金華,かねはな
2141,金浜,金浜,かねはま
2142,金丸,金丸,かねまる
2143,金手,金手,かねんて
2144,加納,加納,かのう
2145,加納,加納,かのう
2146,鹿瀬,鹿瀬,かのせ
2147,神農原,神農原,かのはら
2148,鹿又,鹿又,かのまた
2149,蒲池,蒲池,かばいけ
2150,神畑,神畑,かばたけ
2151,兜,兜,かぶと
2152,加太,加太,かぶと
2153,兜沼,兜沼,かぶとぬま
2154,加布里,加布里,かふり
2155,河辺,河辺,かべ
2156,可部,可部,かべ
2157,釜石,釜石,かまいし
2158,釜ヶ淵,釜ヶ淵,かまがふち
2159,鎌ヶ谷,鎌ヶ谷,かまがや
2160,鎌ヶ谷大仏,鎌ヶ谷大仏,かまがやだいぶつ
2161,鎌倉,鎌倉,かまくら
2162,鎌倉高校前,鎌倉高校前,かまくらこうこうまえ
2163,蒲郡,蒲郡,がまごおり
2164,蒲郡競艇場前,蒲郡競艇場前,がまごおりきょうていじょうまえ
2165,蒲須坂,蒲須坂,かますさか
2166,鎌瀬,鎌瀬,かませ
2167,蒲田,蒲田,かまた
2168,鎌田,鎌田,かまた
2169,蒲池,蒲池,かまち
2170,鎌手,鎌手,かまて
2171,釜戸,釜戸,かまど
2172,鎌取,鎌取,かまとり
2173,釜ノ鼻,釜ノ鼻,かまのはな
2174,釜淵,釜淵,かまぶち
2175,釜谷,釜谷,かまや
2176,竈山,竈山,かまやま
2177,加美,加美,かみ
2178,上相浦,上相浦,かみあいのうら
2179,上芦別,上芦別,かみあしべつ
2180,上麻生,上麻生,かみあそう
2181,上厚内,上厚内,かみあつない
2182,上有住,上有住,かみありす
2183,上有田,上有田,かみありた
2184,上飯島,上飯島,かみいいじま
2185,上飯田,上飯田,かみいいだ
2186,上井草,上井草,かみいぐさ
2187,上伊集院,上伊集院,かみいじゅういん
2188,上泉,上泉,かみいずみ
2189,上磯,上磯,かみいそ
2190,上伊田,上伊田,かみいた
2191,上板橋,上板橋,かみいたばし
2192,上市,上市,かみいち
2193,上市場,上市場,かみいちば
2194,上一万,上一万,かみいちまん
2195,上今井,上今井,かみいまい
2196,上今市,上今市,かみいまいち
2197,上伊万里,上伊万里,かみいまり
2198,上石見,上石見,かみいわみ
2199,上臼杵,上臼杵,かみうすき
2200,上浦,上浦,かみうら
2201,上宇和,上宇和,かみうわ
2202,神尾,神尾,かみお
2203,上大井,上大井,かみおおい
2204,上大岡,上大岡,かみおおおか
2205,上大月,上大月,かみおおつき
2206,上岡,上岡,かみおか
2207,上小川,上小川,かみおがわ
2208,上小田井,上小田井,かみおたい
2209,上尾幌,上尾幌,かみおぼろ
2210,上嘉川,上嘉川,かみかがわ
2211,上片桐,上片桐,かみかたぎり
2212,上桂,上桂,かみかつら
2213,上金田,上金田,かみかなだ
2214,上川,上川,かみかわ
2215,上川口,上川口,かみかわぐち
2216,上川立,上川立,かみかわたち
2217,上神梅,上神梅,かみかんばい
2218,上北沢,上北沢,かみきたざわ
2219,上北台,上北台,かみきただい
2220,上北町,上北町,かみきたちょう
2221,上熊谷,上熊谷,かみくまがや
2222,上熊本,上熊本,かみくまもと
2223,上熊本駅前,上熊本駅前,かみくまもとえきまえ
2224,上桑名川,上桑名川,かみくわながわ
2225,上郷,上郷,かみごう
2226,上強羅,上強羅,かみごうら
2227,上郡,上郡,かみごおり
2228,上古沢,上古沢,かみこさわ
2229,上狛,上狛,かみこま
2230,上境,上境,かみさかい
2231,上栄町,上栄町,かみさかえまち
2232,神沢,神沢,かみさわ
2233,上沢,上沢,かみさわ
2234,上塩屋,上塩屋,かみしおや
2235,上鹿折,上鹿折,かみししおり
2236,上島,上島,かみじま
2237,上石神井,上石神井,かみしゃくじい
2238,上条,上条,かみじょう
2239,上条,上条,かみじょう
2240,上白滝,上白滝,かみしらたき
2241,神城,神城,かみしろ
2242,上新庄,上新庄,かみしんじょう
2243,上菅谷,上菅谷,かみすがや
2244,上杉,上杉,かみすぎ
2245,神杉,神杉,かみすぎ
