id,original,surface,pronunciation
1037,アカボウシジカッコウ,アカボウシジカッコウ,アカボウシジカッコウ
1038,ルリノドハチドリ,ルリノドハチドリ,ルリノドハチドリ
1039,サンクリストバルウグイス,サンクリストバルウグイス,サンクリストバルウグイス
1040,オナガジブッポウソウ,オナガジブッポウソウ,オナガジブッポウソウ
1041,パカ,パカ,パカ
1042,ステラヤワゲネズミ,ステラヤワゲネズミ,ステラヤワゲネズミ
1043,アカバネモリゲラ,アカバネモリゲラ,アカバネモリゲラ
1044,ベネズエラヒタキモドキ,ベネズエラヒタキモドキ,ベネズエラヒタキモドキ
1045,クロクモザル,クロクモザル,クロクモザル
1046,ミドリモズチメドリ,ミドリモズチメドリ,ミドリモズチメドリ
1047,ブラントキノボリマウス,ブラントキノボリマウス,ブラントキノボリマウス
1048,アラナミキンクロ,アラナミキンクロ,アラナミキンクロ
1049,キバシウロコツグミ,キバシウロコツグミ,キバシウロコツグミ
1050,マダガスカルオウチュウ,マダガスカルオウチュウ,マダガスカルオウチュウ
1051,ヨーロッパヤマウズラ,ヨーロッパヤマウズラ,ヨーロッパヤマウズラ
1052,パラグアイモグリマウス,パラグアイモグリマウス,パラグアイモグリマウス
1053,ズグロミツドリ,ズグロミツドリ,ズグロミツドリ
1054,アリスイ,アリスイ,アリスイ
1055,ノドジロシギダチョウ,ノドジロシギダチョウ,ノドジロシギダチョウ
1056,ケープカラムシクイ,ケープカラムシクイ,ケープカラムシクイ
1057,ソウゲンノジコ,ソウゲンノジコ,ソウゲンノジコ
1058,クロイタダキアメリカムシクイ,クロイタダキアメリカムシクイ,クロイタダキアメリカムシクイ
1059,ボリビアイワカマドドリ,ボリビアイワカマドドリ,ボリビアイワカマドドリ
1060,シマオオナガテリムク,シマオオナガテリムク,シマオオナガテリムク
1061,コクジャク,コクジャク,コクジャク
1062,アンチルクロムクドリモドキ,アンチルクロムクドリモドキ,アンチルクロムクドリモドキ
1063,ティエンシャンハタネズミ,ティエンシャンハタネズミ,ティエンシャンハタネズミ
1064,ハシブトスミレフウキンチョウ,ハシブトスミレフウキンチョウ,ハシブトスミレフウキンチョウ
1065,ウチワセッカ,ウチワセッカ,ウチワセッカ
1066,ペルーノロマウス,ペルーノロマウス,ペルーノロマウス
1067,アメリカダイシャクシギ,アメリカダイシャクシギ,アメリカダイシャクシギ
1068,サシバ,サシバ,サシバ
1069,キサキスズメ,キサキスズメ,キサキスズメ
1070,カナリア,カナリア,カナリア
1071,バードヒメドリ,バードヒメドリ,バードヒメドリ
1072,アカハネジネズミ,アカハネジネズミ,アカハネジネズミ
1073,オオハム,オオハム,オオハム
1074,オブトアンテキヌス,オブトアンテキヌス,オブトアンテキヌス
1075,ジャクソンヤワゲネズミ,ジャクソンヤワゲネズミ,ジャクソンヤワゲネズミ
1076,シロハラシギダチョウ,シロハラシギダチョウ,シロハラシギダチョウ
1077,キバラサボテンミソサザイ,キバラサボテンミソサザイ,キバラサボテンミソサザイ
1078,モグラ,モグラ,モグラ
1079,フジイロボウシインコ,フジイロボウシインコ,フジイロボウシインコ
1080,セアカモズ,セアカモズ,セアカモズ
1081,シロミミコトンラット,シロミミコトンラット,シロミミコトンラット
1082,キボシアリドリ,キボシアリドリ,キボシアリドリ
1083,ズグロシロハラインコ,ズグロシロハラインコ,ズグロシロハラインコ
1084,ブチハイエナ,ブチハイエナ,ブチハイエナ
1085,ハイセノスリ,ハイセノスリ,ハイセノスリ
1086,ネッタイホリネズミ,ネッタイホリネズミ,ネッタイホリネズミ
1087,キンバト,キンバト,キンバト
1088,ノドチャミユビナマケモノ,ノドチャミユビナマケモノ,ノドチャミユビナマケモノ
1089,メガネヒタキ,メガネヒタキ,メガネヒタキ
1090,ヤブドリ,ヤブドリ,ヤブドリ
1091,シロスジヒメドリ,シロスジヒメドリ,シロスジヒメドリ
1092,チャバラアラレチョウ,チャバラアラレチョウ,チャバラアラレチョウ
1093,ラッデムハムスター,ラッデムハムスター,ラッデムハムスター
1094,インドオオアレチネズミ,インドオオアレチネズミ,インドオオアレチネズミ
1095,キマユカナリア,キマユカナリア,キマユカナリア
1096,メダカ,メダカ,メダカ
1097,マダガスカルアシナガヨシキリ,マダガスカルアシナガヨシキリ,マダガスカルアシナガヨシキリ
1098,ハクガン,ハクガン,ハクガン
1099,ベニインコ,ベニインコ,ベニインコ
1100,ラケットハチドリ,ラケットハチドリ,ラケットハチドリ
1101,アメリカヤシアマツバメ,アメリカヤシアマツバメ,アメリカヤシアマツバメ
1102,ユーラシアハタネズミ,ユーラシアハタネズミ,ユーラシアハタネズミ
1103,ムナジロカンムリアリドリ,ムナジロカンムリアリドリ,ムナジロカンムリアリドリ
1104,ケープキンモグラ,ケープキンモグラ,ケープキンモグラ
1105,ノドグロダルマエナガ,ノドグロダルマエナガ,ノドグロダルマエナガ
1106,ウグイストゲハシムシクイ,ウグイストゲハシムシクイ,ウグイストゲハシムシクイ
1107,アカハラセスジフクロマウス,アカハラセスジフクロマウス,アカハラセスジフクロマウス
1108,モズ,モズ,モズ
1109,タテジマカラタイランチョウ,タテジマカラタイランチョウ,タテジマカラタイランチョウ
1110,トウゾクツコツコ,トウゾクツコツコ,トウゾクツコツコ
1111,ハイイロメジロハエトリ,ハイイロメジロハエトリ,ハイイロメジロハエトリ
1112,アカガオフウキンチョウ,アカガオフウキンチョウ,アカガオフウキンチョウ
1113,コムクドリ,コムクドリ,コムクドリ
1114,シカアシメロミス,シカアシメロミス,シカアシメロミス
1115,コマダラキーウィ,コマダラキーウィ,コマダラキーウィ
1116,ティエンシャンマーモット,ティエンシャンマーモット,ティエンシャンマーモット
1117,ドウクツアナツバメ,ドウクツアナツバメ,ドウクツアナツバメ
1118,ユカタンヌレバカケス,ユカタンヌレバカケス,ユカタンヌレバカケス
1119,ナミブコビトアレチネズミ,ナミブコビトアレチネズミ,ナミブコビトアレチネズミ
1120,ヨーロッパヒメトガリネズミ,ヨーロッパヒメトガリネズミ,ヨーロッパヒメトガリネズミ
1121,パラモモグリマウス,パラモモグリマウス,パラモモグリマウス
1122,ブランブルケイメロミス,ブランブルケイメロミス,ブランブルケイメロミス
1123,カラカル,カラカル,カラカル
1124,シマオアフリカキヌバネドリ,シマオアフリカキヌバネドリ,シマオアフリカキヌバネドリ
1125,エートケンスミントプシス,エートケンスミントプシス,エートケンスミントプシス
1126,ノドジロメガネアリドリ,ノドジロメガネアリドリ,ノドジロメガネアリドリ
1127,メンガタハタオリ,メンガタハタオリ,メンガタハタオリ
1128,カワリホリネズミ,カワリホリネズミ,カワリホリネズミ
1129,カタジロワシ,カタジロワシ,カタジロワシ
1130,メナダ,メナダ,メナダ
1131,メスグログンカンドリ,メスグログンカンドリ,メスグログンカンドリ
1132,シンジュウロコインコ,シンジュウロコインコ,シンジュウロコインコ
1133,ウスゲアブラヤシリス,ウスゲアブラヤシリス,ウスゲアブラヤシリス
1134,ハイイロシロアシマウス,ハイイロシロアシマウス,ハイイロシロアシマウス
1135,インドガン,インドガン,インドガン
1136,オリーブコムシクイ,オリーブコムシクイ,オリーブコムシクイ
1137,ハイマユカマドドリ,ハイマユカマドドリ,ハイマユカマドドリ
1138,オオイツユビトビネズミ,オオイツユビトビネズミ,オオイツユビトビネズミ
1139,シトドフウキンチョウ,シトドフウキンチョウ,シトドフウキンチョウ
1140,シロハラチャビタキ,シロハラチャビタキ,シロハラチャビタキ
1141,ベーリングハタネズミ,ベーリングハタネズミ,ベーリングハタネズミ
1142,ハイガシラチメドリ,ハイガシラチメドリ,ハイガシラチメドリ
1143,ガラパゴスペンギン,ガラパゴスペンギン,ガラパゴスペンギン
1144,オオメシロアシマウス,オオメシロアシマウス,オオメシロアシマウス
1145,バラムネキヌバネドリ,バラムネキヌバネドリ,バラムネキヌバネドリ
1146,ナマケグマ,ナマケグマ,ナマケグマ
1147,カササギガン,カササギガン,カササギガン
1148,コトドリ,コトドリ,コトドリ
1149,アメリカレンカク,アメリカレンカク,アメリカレンカク
1150,クロビタイエボシゲラ,クロビタイエボシゲラ,クロビタイエボシゲラ
1151,ヒメヤブミツスイ,ヒメヤブミツスイ,ヒメヤブミツスイ
1152,アメリカアリゲーター,アメリカアリゲーター,アメリカアリゲーター
1153,メラーマングース,メラーマングース,メラーマングース
1154,オオアレチカマドドリ,オオアレチカマドドリ,オオアレチカマドドリ
1155,ハシリチメドリ,ハシリチメドリ,ハシリチメドリ
1156,ホークランドカラカラ,ホークランドカラカラ,ホークランドカラカラ
1157,ビロードヒラハシ,ビロードヒラハシ,ビロードヒラハシ
1158,ワラビー,ワラビー,ワラビー
1159,オキゴンドウ,オキゴンドウ,オキゴンドウ
1160,ロドリゲスドードー,ロドリゲスドードー,ロドリゲスドードー
1161,ノドジロハチクイ,ノドジロハチクイ,ノドジロハチクイ
1162,ノドジロオオコノハズク,ノドジロオオコノハズク,ノドジロオオコノハズク
1163,スナイロアメリカヨタカ,スナイロアメリカヨタカ,スナイロアメリカヨタカ
1164,チュウシャクシギ,チュウシャクシギ,チュウシャクシギ
1165,メネトリームシクイ,メネトリームシクイ,メネトリームシクイ
1166,コンジキハゼ,コンジキハゼ,コンジキハゼ
1167,アフリカアオバト,アフリカアオバト,アフリカアオバト
